EventName,Fare,TypeOfTrip,Ratings,description,Link,Event_Type
1264. Noel Tristan Perena,,Photography Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d23656411-Reviews-Noel_Tristan_Perena-Dublin_County_Dublin.html,Activites
1265. Stoneboat Pub Kimmage,,Bars & Clubs,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d5992032-Reviews-Stoneboat_Pub_Kimmage-Dublin_County_Dublin.html,Activites
1266. Opatrip.com Ireland,,City Tours • Multi-day Tours,0.0,,https://www.tripadvisor.ie/Attraction_Review-g186605-d19098499-Reviews-Opatrip_com_Ireland-Dublin_County_Dublin.html,Activites
1267. Hiberno Celtic Tours,,City Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d24889056-Reviews-Hiberno_Celtic_Tours-Dublin_County_Dublin.html,Activites
1268. Talking Heads,,Monuments & Statues,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d12099530-Reviews-Talking_Heads-Dublin_County_Dublin.html,Activites
1269. South William Clinic & Spa,,Spas,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d11893104-Reviews-South_William_Clinic_Spa-Dublin_County_Dublin.html,Activites
1270. Catle Golf Club,,Golf Courses,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d8647571-Reviews-Catle_Golf_Club-Dublin_County_Dublin.html,Activites
1271. Leisureplex,,Bowling Alleys • Game & Entertainment Centres,3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d5866306-Reviews-Leisureplex-Dublin_County_Dublin.html,Activites
1272. The Old Boro Public House,,Bars & Clubs,3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d5992050-Reviews-The_Old_Boro_Public_House-Dublin_County_Dublin.html,Activites
1273. Cloon Keen,,Speciality & Gift Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d24178168-Reviews-Cloon_Keen-Dublin_County_Dublin.html,Activites
1274. Fitzwilliam Hall,,Historic Sites • Points of Interest & Landmarks,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d19131048-Reviews-Fitzwilliam_Hall-Dublin_County_Dublin.html,Activites
1275. Dana Thai Bodywork & Yoga,,Spas,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d24099076-Reviews-Dana_Thai_Bodywork_Yoga-Dublin_County_Dublin.html,Activites
1276. IMC Cinema Tallaght,,Cinemas,3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d3265703-Reviews-IMC_Cinema_Tallaght-Dublin_County_Dublin.html,Activites
1277. Go Running Tours,,City Tours • Sightseeing Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d21212857-Reviews-Go_Running_Tours-Dublin_County_Dublin.html,Activites
1278. Solve A Mystery,,Walking Tours,3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d23328170-Reviews-Solve_A_Mystery-Dublin_County_Dublin.html,Activites
1279. irishwhiskeymuseum,,Multi-day Tours • Private Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d23737647-Reviews-Irishwhiskeymuseum-Dublin_County_Dublin.html,Activites
1280. Jack O'Rourkes,,Bars & Clubs,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d5991860-Reviews-Jack_O_Rourkes-Dublin_County_Dublin.html,Activites
1281. Marks Models,,Speciality & Gift Shops,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d16805865-Reviews-Marks_Models-Dublin_County_Dublin.html,Activites
"1282. PROFi DRIVER Dublin, Ireland, Europe",,Taxis & Shuttles,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d20034780-Reviews-PROFi_DRIVER_Dublin_Ireland_Europe-Dublin_County_Dublin.html,Activites
1283. The Perseverance - Fleeing The Famine Tour,,Bus Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d12128023-Reviews-The_Perseverance_Fleeing_The_Famine_Tour-Dublin_County_Dublin.html,Activites
1284. Jk Taxis,,Taxis & Shuttles,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d23967437-Reviews-Jk_Taxis-Dublin_County_Dublin.html,Activites
1285. Bodytonic Sports Injury and Massage,,Spas,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d6000493-Reviews-Bodytonic_Sports_Injury_and_Massage-Dublin_County_Dublin.html,Activites
1286. Siamburi Thai Massage,,Spas,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d23931846-Reviews-Siamburi_Thai_Massage-Dublin_County_Dublin.html,Activites
1287. Dublin Airport Collections,,Taxis & Shuttles,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d10124173-Reviews-Dublin_Airport_Collections-Dublin_County_Dublin.html,Activites
1288. Hang Tough Studio & Gallery,,Art Galleries,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d18933362-Reviews-Hang_Tough_Studio_Gallery-Dublin_County_Dublin.html,Activites
1289. Konfusion,,Speciality & Gift Shops,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d4579394-Reviews-Konfusion-Dublin_County_Dublin.html,Activites
1290. Jennifer Slattery Textiles,,Speciality & Gift Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d19332724-Reviews-Jennifer_Slattery_Textiles-Dublin_County_Dublin.html,Activites
1291. Peka Travel,,Taxis & Shuttles • Private Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d23782664-Reviews-Peka_Travel-Dublin_County_Dublin.html,Activites
1292. Japan Ireland Travel - Day Tours,,Sightseeing Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d2335699-Reviews-Japan_Ireland_Travel_Day_Tours-Dublin_County_Dublin.html,Activites
1293. Taxi Tours Dublin,,City Tours • Historical & Heritage Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d18849605-Reviews-Taxi_Tours_Dublin-Dublin_County_Dublin.html,Activites
1294. Carroll's Tours,,Multi-day Tours • Taxis & Shuttles,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d21306596-Reviews-Carroll_s_Tours-Dublin_County_Dublin.html,Activites
1295. Flye Fit - Macken Street,,Health Clubs,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d8106529-Reviews-Flye_Fit_Macken_Street-Dublin_County_Dublin.html,Activites
1296. Sling Shot Gin School,,Lessons & Workshops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d23703650-Reviews-Sling_Shot_Gin_School-Dublin_County_Dublin.html,Activites
1297. Nirvana Thai Massage,,Spas,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d3983659-Reviews-Nirvana_Thai_Massage-Dublin_County_Dublin.html,Activites
1298. Rogues Rebels and Rascals,,"City Tours • Bar, Club & Pub Tours",5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d18348944-Reviews-Rogues_Rebels_and_Rascals-Dublin_County_Dublin.html,Activites
1299. Dublin City Bikram Yoga,,Yoga & Pilates,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d3583025-Reviews-Dublin_City_Bikram_Yoga-Dublin_County_Dublin.html,Activites
1300. Ireland Less Travelled Tours,,Multi-day Tours • Distillery Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d20021165-Reviews-Ireland_Less_Travelled_Tours-Dublin_County_Dublin.html,Activites
1301. Flyefit,,Health Clubs,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d23563015-Reviews-Flyefit-Dublin_County_Dublin.html,Activites
1302. St Anne's Church,,Churches & Cathedrals,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d20373493-Reviews-St_Anne_s_Church-Dublin_County_Dublin.html,Activites
1303. The Wren's Nest Pub,,Bars & Clubs,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d23353850-Reviews-The_Wren_s_Nest_Pub-Dublin_County_Dublin.html,Activites
1304. Taking Flight: aerial and acrobatics,,Lessons & Workshops,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d11983523-Reviews-Taking_Flight_aerial_and_acrobatics-Dublin_County_Dublin.html,Activites
1305. Designist,,Speciality & Gift Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d23132665-Reviews-Designist-Dublin_County_Dublin.html,Activites
1306. Kavanagh's Old Time Sweets,,Speciality & Gift Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d2630547-Reviews-Kavanagh_s_Old_Time_Sweets-Dublin_County_Dublin.html,Activites
1307. Carrickgollogan Forest,,Nature & Wildlife Areas • Forests,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d20871286-Reviews-Carrickgollogan_Forest-Dublin_County_Dublin.html,Activites
1308. Irish Rail,,Rail Services,3.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d7940415-Reviews-Irish_Rail-Dublin_County_Dublin.html,Activites
1309. Evans Art Supplies,,Art Galleries • Department Stores,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d21322674-Reviews-Evans_Art_Supplies-Dublin_County_Dublin.html,Activites
1310. The Big Escape,,Escape Games,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d20053467-Reviews-The_Big_Escape-Dublin_County_Dublin.html,Activites
1311. Stackstown Golf Club,,Golf Courses,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d10230779-Reviews-Stackstown_Golf_Club-Dublin_County_Dublin.html,Activites
1312. Preen,,Spas,3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d6750921-Reviews-Preen-Dublin_County_Dublin.html,Activites
1313. Irish Sporting Tours,,City Tours • Multi-day Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d20483913-Reviews-Irish_Sporting_Tours-Dublin_County_Dublin.html,Activites
1314. The Robert Emmet Experience,,Theatre & Performances,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d4432401-Reviews-The_Robert_Emmet_Experience-Dublin_County_Dublin.html,Activites
1315. Kilternan Parish Church,,Churches & Cathedrals,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d20389239-Reviews-Kilternan_Parish_Church-Dublin_County_Dublin.html,Activites
1316. Rathmichael Church,,Churches & Cathedrals,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d20373470-Reviews-Rathmichael_Church-Dublin_County_Dublin.html,Activites
1317. Boland's Mill,,Historic Sites,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d20344917-Reviews-Boland_s_Mill-Dublin_County_Dublin.html,Activites
1318. Church of the Sacred Heart,,Churches & Cathedrals,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d20328598-Reviews-Church_of_the_Sacred_Heart-Dublin_County_Dublin.html,Activites
1319. Clery's,,Speciality & Gift Shops,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d7751869-Reviews-Clery_s-Dublin_County_Dublin.html,Activites
1320. Danison Travel,,Multi-day Tours • Taxis & Shuttles,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d19767863-Reviews-Danison_Travel-Dublin_County_Dublin.html,Activites
1321. Dublin Day Tours,,Day Trips,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d19701657-Reviews-Dublin_Day_Tours-Dublin_County_Dublin.html,Activites
1322. GT Chauffeur Drive,,Multi-day Tours • Taxis & Shuttles,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d19918141-Reviews-GT_Chauffeur_Drive-Dublin_County_Dublin.html,Activites
1323. Reformation,,Yoga & Pilates,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d19919872-Reviews-Reformation-Dublin_County_Dublin.html,Activites
1324. Article,,Speciality & Gift Shops,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d9882745-Reviews-Article-Dublin_County_Dublin.html,Activites
1325. The Hideout,,Bars & Clubs,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d19792479-Reviews-The_Hideout-Dublin_County_Dublin.html,Activites
1326. Old Dublin Crime Tour,,Cultural Tours • Walking Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d19746317-Reviews-Old_Dublin_Crime_Tour-Dublin_County_Dublin.html,Activites
1327. Pattaya Thai Massage,,Spas,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d10317601-Reviews-Pattaya_Thai_Massage-Dublin_County_Dublin.html,Activites
1328. Dublin Polaroid Tours,,Walking Tours • Photography Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d16710129-Reviews-Dublin_Polaroid_Tours-Dublin_County_Dublin.html,Activites
1329. Aunty Nellie's Sweet Shop,,Speciality & Gift Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d19565174-Reviews-Aunty_Nellie_s_Sweet_Shop-Dublin_County_Dublin.html,Activites
1330. Celtic Landscape Tours Ireland,,"City Tours • Bar, Club & Pub Tours",5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d17584603-Reviews-Celtic_Landscape_Tours_Ireland-Dublin_County_Dublin.html,Activites
1331. Jim Dempsey Tour Guide,,City Tours • Multi-day Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d17581924-Reviews-Jim_Dempsey_Tour_Guide-Dublin_County_Dublin.html,Activites
1332. Trinity College Sport,,Health Clubs • Yoga & Pilates,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d16700916-Reviews-Trinity_College_Sport-Dublin_County_Dublin.html,Activites
1333. BelloBar,,Bars & Clubs,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d14024295-Reviews-BelloBar-Dublin_County_Dublin.html,Activites
1334. Duke Street Gallery,,Speciality & Gift Shops,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d4080765-Reviews-Duke_Street_Gallery-Dublin_County_Dublin.html,Activites
1335. Orchards Near Me,,Paint & Pottery Studios • Cooking Classes,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d17695287-Reviews-Orchards_Near_Me-Dublin_County_Dublin.html,Activites
1336. BetterBody Fitness,,Health Clubs,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d17695895-Reviews-BetterBody_Fitness-Dublin_County_Dublin.html,Activites
1337. Smith's,,Bars & Clubs,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d523550-Reviews-Smith_s-Dublin_County_Dublin.html,Activites
1338. Scruffy Murphy's,,Bars & Clubs,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d2529963-Reviews-Scruffy_Murphy_s-Dublin_County_Dublin.html,Activites
1339. Dublin Brewery and Distillery Tour,,Multi-day Tours • Taxis & Shuttles,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d15825968-Reviews-Dublin_Brewery_and_Distillery_Tour-Dublin_County_Dublin.html,Activites
1340. Blue Flag Tours,,Day Trips,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d17738515-Reviews-Blue_Flag_Tours-Dublin_County_Dublin.html,Activites
1341. IRISH LUXURY DAY TOURS,,Multi-day Tours • Taxis & Shuttles,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d17323781-Reviews-IRISH_LUXURY_DAY_TOURS-Dublin_County_Dublin.html,Activites
1342. The Jug,,Bars & Clubs,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d17466035-Reviews-The_Jug-Dublin_County_Dublin.html,Activites
1343. Hidden Dublin,,Bus Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d14920226-Reviews-Hidden_Dublin-Dublin_County_Dublin.html,Activites
1344. MVP,,Bars & Clubs,3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d7083670-Reviews-MVP-Dublin_County_Dublin.html,Activites
1345. Minibus Dublin,,Bus Services,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d15329100-Reviews-Minibus_Dublin-Dublin_County_Dublin.html,Activites
1346. Baumler Menswear Dublin,,Speciality & Gift Shops,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d4886579-Reviews-Baumler_Menswear_Dublin-Dublin_County_Dublin.html,Activites
1347. Dalton's Musical History Tour,,Cultural Tours • Historical & Heritage Tours,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d15017410-Reviews-Dalton_s_Musical_History_Tour-Dublin_County_Dublin.html,Activites
1348. Eastwall Water Sports Centre,,Water Sports,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d2273199-Reviews-Eastwall_Water_Sports_Centre-Dublin_County_Dublin.html,Activites
1349. Dylanbar,,Bars & Clubs,3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d1748225-Reviews-Dylanbar-Dublin_County_Dublin.html,Activites
1350. Anna's Massage Dublin,,Spas,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d13313975-Reviews-Anna_s_Massage_Dublin-Dublin_County_Dublin.html,Activites
1351. Heraldic Shop,,Speciality & Gift Shops,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d208117-Reviews-Heraldic_Shop-Dublin_County_Dublin.html,Activites
1352. Mystery Trail,,Scavenger Hunts • Other Fun & Games,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d23571851-Reviews-Mystery_Trail-Dublin_County_Dublin.html,Activites
1353. The Annesley House,,Bars & Clubs,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d13416659-Reviews-The_Annesley_House-Dublin_County_Dublin.html,Activites
1354. James Adam Salesroom,,Speciality & Gift Shops • Antique Shops,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d274492-Reviews-James_Adam_Salesroom-Dublin_County_Dublin.html,Activites
1355. Kennedy's Pub Sculpture,,Monuments & Statues,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d25079683-Reviews-Kennedy_s_Pub_Sculpture-Dublin_County_Dublin.html,Activites
1356. Silk Road Kitchen,,Cooking Classes,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d13488450-Reviews-Silk_Road_Kitchen-Dublin_County_Dublin.html,Activites
1357. Club Nassau,,Bars & Clubs,3.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d7197455-Reviews-Club_Nassau-Dublin_County_Dublin.html,Activites
1358. Puck Castle Golf Course,,Golf Courses,3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d3532297-Reviews-Puck_Castle_Golf_Course-Dublin_County_Dublin.html,Activites
1359. Department Of The Taoiseach,,Historic Sites • Architectural Buildings,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d24180161-Reviews-Department_Of_The_Taoiseach-Dublin_County_Dublin.html,Activites
1360. Yellow Brick Road,,Speciality & Gift Shops,3.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d8663552-Reviews-Yellow_Brick_Road-Dublin_County_Dublin.html,Activites
1361. Millennium Child,,Monuments & Statues,3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d24178041-Reviews-Millennium_Child-Dublin_County_Dublin.html,Activites
1362. Dublin Airport Or Dublin City To Galway City Chauffeur Driven Transfer,,Taxis & Shuttles,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d20481691-Reviews-Dublin_Airport_Or_Dublin_City_To_Galway_City_Chauffeur_Driven_Transfer-Dublin_Co.html,Activites
1363. LocalBini - Your European peer2peer platform for Experiences by Locals,,Walking Tours • Private Tours,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d20033863-Reviews-LocalBini_Your_European_peer2peer_platform_for_Experiences_by_Locals-Dublin_Coun.html,Activites
1364. Louise Kennedy,,Speciality & Gift Shops,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d274494-Reviews-Louise_Kennedy-Dublin_County_Dublin.html,Activites
1365. Belvedere College,,Historic Sites • Architectural Buildings,4.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d18901496-Reviews-Belvedere_College-Dublin_County_Dublin.html,Activites
1366. Connolly Books,,Speciality & Gift Shops,3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d10332785-Reviews-Connolly_Books-Dublin_County_Dublin.html,Activites
1367. Renards,,Bars & Clubs • Jazz Bars,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d605170-Reviews-Renards-Dublin_County_Dublin.html,Activites
1368. Jade Thai Massage and Complementary Therapies,,Spas,3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d16700896-Reviews-Jade_Thai_Massage_and_Complementary_Therapies-Dublin_County_Dublin.html,Activites
1369. Vida Healing,,Spas,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d12367750-Reviews-Vida_Healing-Dublin_County_Dublin.html,Activites
1370. The Pilates Studio,,Yoga & Pilates,5.0 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d12336388-Reviews-The_Pilates_Studio-Dublin_County_Dublin.html,Activites
1371. Magills,,Speciality & Gift Shops,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d189596-Reviews-Magills-Dublin_County_Dublin.html,Activites
1372. Craic Pack Comedy Improv,,Theatre & Performances,4.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d5558436-Reviews-Craic_Pack_Comedy_Improv-Dublin_County_Dublin.html,Activites
1373. The Lamb Doyles,,Bars & Clubs,3.5 ,,https://www.tripadvisor.ie/Attraction_Review-g186605-d5991696-Reviews-The_Lamb_Doyles-Dublin_County_Dublin.html,Activites
